Property ID,Listing Agent ID,Listing Date,Property Type,Address,City,State,ZIP Code,Country,Price,Number of Bedrooms,Number of Bathrooms,Square Footage,Lot Size,Year Built,Amenities,Description,Status
105,1656,2023-03-21,Single Family Home,313 Ashley Islands Suite 619,Taylorland,KY,61700,USA,410821,4,2,6333,38593,1977,"Gym, Garden, Garage, Fireplace, Swimming Pool","Understand perform too risk wait offer even. Baby board suddenly.
Water increase there person care impact the pressure.",Pending
106,4895,2024-02-07,Single Family Home,0424 Jermaine Cove Apt. 546,West Brian,IA,91467,USA,1462060,5,3,14199,12752,1991,"Fireplace, Garage, Swimming Pool, Gym","Different worry drop claim buy reveal.
Always tax somebody deal about. Talk cup believe financial sing debate.",Sold
107,1346,2023-07-06,Apartment,237 Smith Courts,Gardnerborough,MH,40477,USA,1573899,4,2,2964,28389,1994,"Swimming Pool, Garage, Gym, Fireplace","Claim say upon church.
Nearly attention such. Staff success us prepare necessary.
Forget right but ever avoid fly teach.",Sold
108,4249,2023-05-29,Apartment,5482 Butler Skyway Suite 556,Katherineshire,AR,48093,USA,393190,7,1,8657,40990,1994,"Garage, Gym",Above shake war watch method education. Up authority this something sit significant.,Sold
109,7112,2023-05-18,Apartment,2312 Jay Brook Apt. 129,Jacksonfort,ID,76058,USA,272666,10,1,1451,39190,1958,"Gym, Swimming Pool","Member party choice travel. Leave reduce student large. Remember treatment be right.
Building help big strong response receive sing. National they tax.",Pending
110,7631,2023-07-08,Apartment,088 Frye Mount,New Scottfort,AS,96253,USA,2068050,7,5,2983,12499,1976,"Gym, Garden, Fireplace, Swimming Pool, Garage","New national art world serious bed. Person gas need single.
Score teach enough. Event few up try.",Active
111,7953,2023-06-07,Condo,613 Brandy Light Apt. 672,Melissaport,IL,15192,USA,848025,10,1,7939,24155,1972,Swimming Pool,"Office number live bad floor consumer. Carry probably wide place. Wrong read travel meet stock collection.
Happy believe citizen. South current clearly choose.",Pending
112,8300,2023-10-08,Apartment,1202 Steven Passage,Jeremiahport,RI,66863,USA,2328931,2,5,2850,9777,2016,"Gym, Garden, Fireplace, Garage","Collection very have answer however television ok. Serve level ask increase character. He debate stand not term.
Matter Congress give simple test. Few start teach card.",Active
113,7929,2023-04-04,Condo,71351 Rachel Fork Suite 206,Port Aliciashire,KY,40615,USA,2855996,9,2,14533,6511,1953,"Swimming Pool, Garden, Garage, Gym","Ok tell buy measure here. Picture worker likely season way ground adult machine.
Sometimes impact despite even simply only official then.",Pending
114,5626,2024-01-09,Apartment,2186 John Dam,Cannonfort,MT,33208,USA,1550628,3,4,12810,40614,2017,"Garage, Garden, Fireplace, Swimming Pool, Gym",His student bank make dinner common summer teacher. Thus each watch agreement view process hair. Treatment experience approach responsibility good perhaps think. Much student whose how.,Pending
115,1012,2023-12-25,Apartment,49622 Debra Heights Apt. 418,Lake Matthew,OH,60807,USA,1445482,8,5,11573,45874,1963,"Fireplace, Gym, Garden, Garage","Store politics be cause.
Federal clear however rock throw ten account. Enough position kid down quality. Leave important coach game. Example week red the never heart despite score.",Pending
116,5051,2023-04-22,Condo,8018 Reed Stravenue,West Carolynmouth,MN,74831,USA,833233,1,2,3937,18742,1950,"Swimming Pool, Garage, Fireplace, Garden, Gym",Bit recent plan so mention role sometimes. Gas production build would husband instead speak pick. Theory born tough.,Pending
117,2750,2024-02-20,Single Family Home,2692 Andrea Keys,New Joemouth,NH,67282,USA,870342,9,3,5643,24006,2004,Swimming Pool,"Treatment goal road beat pattern drive specific decision. Least art picture green effect.
Director out speech Mr beautiful why move. Phone mother thought agent.",Sold
118,3329,2023-05-23,Apartment,00327 Jessica Circles,Lake Douglasborough,MN,22948,USA,534893,10,2,6234,35366,1977,"Garage, Swimming Pool, Garden",President save move way up quickly image. Air believe skill state personal land travel. Former wrong teacher hand force activity senior final. Ahead several new quality small record evidence name.,Active
119,1192,2023-03-31,Single Family Home,9993 Cowan View,Port Jonathon,DC,97416,USA,2350851,6,2,2956,42019,2021,"Garage, Garden, Gym, Fireplace, Swimming Pool",Until cover time risk skin result. Fine choice company cell just. Key reason give million general protect dream.,Pending
120,3187,2024-02-01,Apartment,54972 Cooper Passage,South Brendachester,MA,17966,USA,1100398,7,4,6819,19776,1978,"Garage, Swimming Pool, Fireplace",Accept ground executive drive what present girl. School daughter college his their guess near three.,Sold
121,8596,2023-06-18,Apartment,40647 Jessica Greens,Lake John,OK,24360,USA,259432,8,2,8150,16812,2015,"Garden, Garage, Gym","Prove memory build entire at evidence. Wrong worry nearly even again.
Soldier almost particular mother health garden position. Process add knowledge similar the. Commercial own kind whole ball be.",Active
122,7522,2023-05-21,Apartment,786 Christian Plaza Suite 175,North Antonio,MI,07366,USA,448431,10,1,8567,36955,2010,"Garden, Garage","Room voice trial color. Week more lead like nature.
How reach size our leave establish. Stuff create agreement condition control receive skin argue.",Sold
123,4783,2023-11-11,Single Family Home,565 Kevin Garden,West Lorraineborough,FM,81997,USA,2749260,8,4,2683,41834,1952,"Swimming Pool, Garden, Fireplace","Vote husband take field. Analysis growth whether today.
Ok story ago ask base. Simply ever night tell treat. Throw degree discuss according difficult share door.",Pending
124,3422,2023-07-29,Single Family Home,18255 Campbell Falls Apt. 167,Leahmouth,TX,28888,USA,887289,8,1,3536,15692,2011,"Swimming Pool, Fireplace, Gym","Thing seat deep firm necessary person participant. Gas evening agree position cold land despite.
Gun skill year note body structure. Leg growth hundred professor television pretty total.",Active
125,6195,2023-10-12,Single Family Home,56590 Smith Shoal Apt. 939,North Madison,VT,60102,USA,444225,5,1,1878,12279,2001,Gym,True staff decade speak. Investment less his. Person top professional final benefit answer skill. Increase wear trade condition rather.,Pending
126,9541,2023-04-28,Single Family Home,344 Gould Lane,Lake Thomas,WV,76820,USA,1441560,3,4,5296,20963,1957,Garage,"Ever either fly turn system. Current training decade. Rate control soon role week energy particular PM.
Charge brother physical admit military across. Try drive start.",Active
127,7737,2023-10-05,Condo,667 Moore Villages,Lake Justinport,NY,65588,USA,2177296,9,4,12107,40975,1982,"Fireplace, Swimming Pool, Garden",News now black where power special or. Week mention skin among plan along job. Cup government speak official. Explain its source meeting firm itself.,Sold
128,5862,2023-12-01,Apartment,664 Jones Skyway,Kyleland,MI,51080,USA,1293239,10,5,8777,36295,1961,Swimming Pool,Exactly international whom but other figure local. Authority mean worker land store doctor white. Artist now theory guess up difference.,Sold
129,1754,2023-03-15,Condo,1023 Vanessa Trail Suite 181,Burgessview,GU,40042,USA,2660824,3,4,5779,19420,1985,"Gym, Swimming Pool, Garden, Fireplace, Garage",Miss budget large. Half responsibility mother movie. Director write lead these against what friend sort.,Active
130,5475,2023-03-21,Condo,012 Danielle Plains Apt. 394,Diaztown,AR,04835,USA,672433,3,1,8066,43071,2020,Fireplace,Big surface outside rich language affect born. Soldier method theory particular. Forget occur consumer economic computer save catch attack.,Pending
131,8565,2023-04-04,Apartment,950 Anna Ridges,Brittanyhaven,GU,56213,USA,2636563,5,5,9360,39373,2014,"Garage, Fireplace, Garden",Goal late building answer sound. Method table institution none carry marriage generation. Experience the short their.,Pending
132,9956,2023-09-15,Single Family Home,5607 Anderson Prairie,Kristinburgh,FM,75560,USA,750913,2,3,7474,40156,1970,"Garage, Garden, Fireplace, Swimming Pool","Environment trip discuss green. Follow street just though kind. Newspaper source deep government. Sense describe article fish wait boy.
Or spend budget study.",Sold
133,9153,2023-04-15,Single Family Home,22741 Moran Greens Suite 917,North Brandonshire,NV,17820,USA,1620459,8,3,13053,22195,2005,Garage,Pull amount stand. Anyone woman popular wonder spring start wonder. Low may discover happen beyond society hospital somebody.,Sold
134,7831,2023-05-25,Single Family Home,4612 Allison Village Suite 102,Garrisonchester,AR,58233,USA,159467,8,3,2522,24269,2000,"Garage, Swimming Pool, Fireplace",History fill good marriage power. Allow figure between effect significant. Any focus husband.,Active
135,6746,2023-06-12,Apartment,09070 Tyler Fields Apt. 912,Kristinfort,ME,18532,USA,1579337,7,5,8680,42837,1968,Garage,"Few stop language responsibility. Believe phone attack opportunity leader. Where development left send camera necessary.
Line part call feeling Democrat region.",Pending
136,8349,2024-02-12,Apartment,184 Pam Spurs Apt. 331,Traceyfurt,MS,68567,USA,1388856,6,4,2908,21676,1969,"Swimming Pool, Garage, Gym, Fireplace, Garden",Difference build piece shoulder attention memory per. Study war simple employee above. Including soldier every avoid seat all top today.,Pending
137,8773,2023-04-26,Apartment,59190 Lacey Passage Apt. 475,Jaredshire,TN,20931,USA,767298,5,3,1275,25602,2013,"Swimming Pool, Garage, Fireplace, Garden",Beat on mouth commercial too member else. Born character nation at skill career. It animal music finally simply arm.,Sold
138,9179,2024-02-04,Apartment,5349 Ibarra Lodge,South Deborahhaven,PA,10484,USA,1134980,5,2,3749,45846,1984,Garden,"Point second enjoy commercial.
Federal class station either send drug. Fight part blue shoulder wife fill glass.",Pending
139,1249,2023-08-03,Single Family Home,12151 Ronnie Garden,Karenport,NM,12784,USA,2602743,10,3,5968,9102,2019,"Fireplace, Garden","Idea century center military race trade. Stay face issue democratic smile wrong perhaps. Example suddenly maintain happy reach.
Leader social trouble. My first resource customer.",Pending
140,3351,2024-01-29,Condo,598 Matthews Villages,Michaeltown,VA,15112,USA,2693223,3,4,8628,37628,2010,"Gym, Garden, Garage",Game industry eight remember line special west. Wall statement go run order skin. Society moment early image nature medical break share.,Pending
141,9184,2023-12-24,Single Family Home,332 Dougherty Mountains,New Christine,PR,45443,USA,1468434,9,2,4635,15519,1992,"Garden, Gym, Swimming Pool, Garage, Fireplace","Entire yard important outside best. Event find situation author keep. Hit home wear hot.
Nor half member black reach card. Matter sister pick newspaper.",Active
142,2743,2023-08-11,Condo,45033 Bradley Fork,East Jason,MH,48210,USA,2505375,10,5,3312,13830,2021,"Garden, Gym","Civil actually minute three material. Material number energy try shoulder out half.
Sit item want respond outside evidence. Region though soon.",Sold
143,1494,2024-01-15,Apartment,38581 Barnes Oval,Lake Natalieville,AK,85790,USA,2350202,7,2,9786,37978,1980,"Swimming Pool, Garden, Gym","Serve travel party site life. Claim beat play night base life line. Also back maybe include include.
Million than purpose visit. Smile water tree option walk fund. Game positive prove summer number.",Sold
144,6957,2023-07-22,Single Family Home,6426 Bruce Village,Jonestown,AZ,22019,USA,2389535,10,4,9107,29169,1983,Gym,"Contain believe prevent front book TV southern modern. Goal safe give store.
Consumer some system because say strategy. Method I interview time stock itself big model.",Active
145,7010,2024-02-17,Single Family Home,792 Mullen Skyway Apt. 204,Philiphaven,VT,56808,USA,802866,4,2,2119,46929,2007,"Garden, Gym, Swimming Pool, Garage, Fireplace",Treatment traditional election blood test technology natural. Interview sit get southern.,Active
146,4854,2023-11-06,Apartment,11911 David Lock Suite 678,Roberttown,OR,81822,USA,958872,1,1,5884,44396,2021,"Garden, Garage, Gym, Swimming Pool, Fireplace",While role move. Themselves identify reduce parent catch rate at. Miss sell act since employee.,Sold
147,2850,2023-07-04,Single Family Home,9982 Darius Lodge Apt. 458,Watsonland,MT,41584,USA,584543,2,3,2908,46690,2006,"Garage, Garden, Swimming Pool",Figure simply late activity score even term section. Blood health nature picture oil him reach. Suddenly message once participant collection hard.,Active
148,8171,2023-09-14,Condo,667 Robert Mountain Apt. 773,Tammyfurt,WI,27425,USA,529111,5,2,9627,8669,1986,"Garden, Garage, Fireplace, Swimming Pool, Gym",Son plan right laugh program protect style traditional. Thousand thus the allow best. A look young smile large much.,Sold
149,5567,2023-07-08,Condo,701 Smith Stream Suite 142,South Jasonmouth,CO,48758,USA,994161,1,3,8382,26864,2006,"Swimming Pool, Fireplace, Garden, Gym","Help management drop message society.
Worker throw pick training concern. Thousand design home he. However attention marriage officer old rock.",Sold
150,2425,2023-12-20,Single Family Home,35307 Fleming Branch,East Karenside,MH,89192,USA,139844,1,1,8276,6647,2013,"Swimming Pool, Garage","Debate century store respond rule. Ready lay trip hard condition language others.
Establish hospital amount energy husband model. Step society safe campaign hard now. Deal exactly bit house later.",Pending
151,1997,2024-01-22,Apartment,406 Leach Islands,East Bradley,AS,99530,USA,1830180,10,4,4744,6076,1988,"Fireplace, Gym",Issue role forget bill body administration. Answer crime push poor tell open gun. Appear seat thousand. Foot head attack least.,Sold
152,1547,2023-12-06,Single Family Home,9887 Tran Lane,North Patriciamouth,WI,69174,USA,2641606,4,2,13074,7428,1975,"Garage, Gym, Garden, Fireplace",Wonder movement citizen language. Another product cup candidate decide heavy east. Although technology contain within.,Active
